Date,Product_Category,Discount_Percent,Revenue
2020-04-30,Clothing,5,1136.65
2020-04-30,Home & Kitchen,5,824.74
2020-05-01,Electronics,10,1508.76
2020-05-01,Clothing,10,890.29
2020-05-01,Home & Kitchen,0,626.97
2020-05-02,Electronics,0,1279.19
2020-05-02,Clothing,0,1005.06
2020-05-02,Home & Kitchen,5,708.83
2020-05-03,Electronics,0,1402.23
2020-05-03,Clothing,0,872.07
2020-05-03,Home & Kitchen,15,904.33
2020-05-04,Electronics,0,1439.68
2020-05-04,Clothing,10,1021.83
2020-05-04,Home & Kitchen,10,753.72
2020-05-05,Electronics,0,1298.26
2020-05-05,Clothing,10,951.04
2020-05-05,Home & Kitchen,0,537.41
2020-05-06,Electronics,10,1579.79
2020-05-06,Clothing,15,1129.26
2020-05-06,Home & Kitchen,0,765.95
2020-05-07,Electronics,0,1285.06
2020-05-07,Clothing,5,1109.47
2020-05-07,Home & Kitchen,0,656.74
2020-05-08,Electronics,5,1498.15
2020-05-08,Clothing,0,796.47
2020-05-08,Home & Kitchen,15,909.97
2020-05-09,Electronics,15,1654.07
2020-05-09,Clothing,20,1074.77
2020-05-09,Home & Kitchen,15,746.59
2020-05-10,Electronics,5,1513.46
2020-05-10,Clothing,0,1036.14
2020-05-10,Home & Kitchen,15,712.37
2020-05-11,Electronics,15,1577.27
2020-05-11,Clothing,0,869.62
2020-05-11,Home & Kitchen,0,811.48
2020-05-12,Electronics,5,1389.24
2020-05-12,Clothing,0,799.87
2020-05-12,Home & Kitchen,0,759.19
2020-05-13,Electronics,10,1651.49
2020-05-13,Clothing,0,982.97
2020-05-13,Home & Kitchen,15,900.64
2020-05-14,Electronics,10,1720.0
2020-05-14,Clothing,15,1221.39
2020-05-14,Home & Kitchen,20,1003.48
2020-05-15,Electronics,10,1694.88
2020-05-15,Clothing,0,870.79
2020-05-15,Home & Kitchen,0,760.36
2020-05-16,Electronics,20,1671.92
2020-05-16,Clothing,0,772.92
2020-05-16,Home & Kitchen,20,842.12
2020-05-17,Electronics,20,1767.85
2020-05-17,Clothing,10,1066.93
2020-05-17,Home & Kitchen,5,717.89
2020-05-18,Electronics,10,1452.69
2020-05-18,Clothing,10,1067.83
2020-05-18,Home & Kitchen,0,673.96
2020-05-19,Electronics,5,1560.29
2020-05-19,Clothing,10,1119.77
2020-05-19,Home & Kitchen,0,730.41
2020-05-20,Electronics,5,1346.8
2020-05-20,Clothing,0,880.23
2020-05-20,Home & Kitchen,10,940.99
2020-05-21,Electronics,15,1639.31
2020-05-21,Clothing,10,1145.09
2020-05-21,Home & Kitchen,15,695.47
2020-05-22,Electronics,5,1755.19
2020-05-22,Clothing,0,754.53
2020-05-22,Home & Kitchen,20,881.88
2020-05-23,Electronics,5,1275.09
2020-05-23,Clothing,0,1031.29
2020-05-23,Home & Kitchen,0,609.26
2020-05-24,Electronics,10,1503.1
2020-05-24,Clothing,15,1091.19
2020-05-24,Home & Kitchen,0,769.92
2020-05-25,Electronics,15,1570.35
2020-05-25,Clothing,10,1033.19
2020-05-25,Home & Kitchen,0,718.87
2020-05-26,Electronics,5,1456.48
2020-05-26,Clothing,15,1039.76
2020-05-26,Home & Kitchen,0,641.54
2020-05-27,Electronics,20,1690.31
2020-05-27,Clothing,20,1134.85
2020-05-27,Home & Kitchen,0,623.37
2020-05-28,Electronics,0,1362.23
2020-05-28,Clothing,0,747.01
2020-05-28,Home & Kitchen,0,666.91
2020-05-29,Electronics,0,1209.78
2020-05-29,Clothing,10,965.72
2020-05-29,Home & Kitchen,0,588.51
2020-05-30,Electronics,0,1303.88
2020-05-30,Clothing,0,1056.93
2020-05-30,Home & Kitchen,0,576.14
2020-05-31,Electronics,0,1342.06
2020-05-31,Clothing,0,953.21
2020-05-31,Home & Kitchen,15,601.69
2020-06-01,Electronics,5,1244.99
2020-06-01,Clothing,15,943.64
2020-06-01,Home & Kitchen,5,523.7
2020-06-02,Electronics,0,1057.36
2020-06-02,Clothing,5,918.14
2020-06-02,Home & Kitchen,0,411.42
2020-06-03,Electronics,15,1340.62
2020-06-03,Clothing,0,681.41
2020-06-03,Home & Kitchen,10,427.8
2020-06-04,Electronics,5,1372.95
2020-06-04,Clothing,15,988.17
2020-06-04,Home & Kitchen,0,722.39
2020-06-05,Electronics,20,1453.68
2020-06-05,Clothing,15,801.56
2020-06-05,Home & Kitchen,5,580.06
2020-06-06,Electronics,10,987.52
2020-06-06,Clothing,15,773.11
2020-06-06,Home & Kitchen,0,572.69
2020-06-07,Electronics,0,1305.44
2020-06-07,Clothing,5,790.84
2020-06-07,Home & Kitchen,0,634.49
2020-06-08,Electronics,20,1466.2
2020-06-08,Clothing,5,714.49
2020-06-08,Home & Kitchen,5,506.67
2020-06-09,Electronics,5,1326.07
2020-06-09,Clothing,0,710.77
2020-06-09,Home & Kitchen,5,670.21
2020-06-10,Electronics,0,1109.13
2020-06-10,Clothing,0,728.5
2020-06-10,Home & Kitchen,15,728.04
2020-06-11,Electronics,20,1420.92
2020-06-11,Clothing,5,805.0
2020-06-11,Home & Kitchen,10,560.4
2020-06-12,Electronics,0,1211.62
2020-06-12,Clothing,15,835.51
2020-06-12,Home & Kitchen,10,712.0
2020-06-13,Electronics,0,1102.22
2020-06-13,Clothing,0,763.94
2020-06-13,Home & Kitchen,0,653.89
2020-06-14,Electronics,0,1229.62
2020-06-14,Clothing,10,917.52
2020-06-14,Home & Kitchen,10,645.82
2020-06-15,Electronics,0,1081.61
2020-06-15,Clothing,0,882.91
2020-06-15,Home & Kitchen,0,597.27
2020-06-16,Electronics,0,1134.38
2020-06-16,Clothing,20,886.71
2020-06-16,Home & Kitchen,5,789.1
2020-06-17,Electronics,0,1179.42
2020-06-17,Clothing,5,1033.92
2020-06-17,Home & Kitchen,20,579.9
2020-06-18,Electronics,10,1437.17
2020-06-18,Clothing,0,763.47
2020-06-18,Home & Kitchen,0,540.06
2020-06-19,Electronics,5,1149.0
2020-06-19,Clothing,10,882.13
2020-06-19,Home & Kitchen,5,718.67
2020-06-20,Electronics,0,1205.63
2020-06-20,Clothing,5,788.79
2020-06-20,Home & Kitchen,15,534.69
2020-06-21,Electronics,0,1169.85
2020-06-21,Clothing,10,904.92
2020-06-21,Home & Kitchen,0,510.65
2020-06-22,Electronics,0,1322.12
2020-06-22,Clothing,0,751.28
2020-06-22,Home & Kitchen,10,692.5
2020-06-23,Electronics,0,1155.38
2020-06-23,Clothing,10,954.29
2020-06-23,Home & Kitchen,0,611.39
2020-06-24,Electronics,0,1353.39
2020-06-24,Clothing,0,813.78
2020-06-24,Home & Kitchen,0,650.54
2020-06-25,Electronics,0,1219.58
2020-06-25,Clothing,10,762.77
2020-06-25,Home & Kitchen,15,804.69
2020-06-26,Electronics,20,1473.13
2020-06-26,Clothing,0,853.34
2020-06-26,Home & Kitchen,0,699.13
2020-06-27,Electronics,10,1423.84
2020-06-27,Clothing,20,851.17
2020-06-27,Home & Kitchen,0,472.06
2020-06-28,Electronics,5,1177.98
2020-06-28,Clothing,15,794.86
2020-06-28,Home & Kitchen,20,673.16
2020-06-29,Electronics,20,1324.53
2020-06-29,Clothing,0,690.46
2020-06-29,Home & Kitchen,20,749.84
2020-06-30,Electronics,5,1095.1
2020-06-30,Clothing,5,840.99
2020-06-30,Home & Kitchen,10,742.47
2020-07-01,Electronics,5,1152.6
2020-07-01,Clothing,20,872.61
2020-07-01,Home & Kitchen,0,579.9
2020-07-02,Electronics,0,1083.54
2020-07-02,Clothing,5,602.26
2020-07-02,Home & Kitchen,5,508.48
2020-07-03,Electronics,10,1181.39
2020-07-03,Clothing,0,629.77
2020-07-03,Home & Kitchen,0,460.72
2020-07-04,Electronics,5,1093.93
2020-07-04,Clothing,0,851.27
2020-07-04,Home & Kitchen,5,613.53
2020-07-05,Electronics,5,908.52
2020-07-05,Clothing,0,692.28
2020-07-05,Home & Kitchen,20,511.13
2020-07-06,Electronics,0,1105.22
2020-07-06,Clothing,20,941.15
2020-07-06,Home & Kitchen,15,777.44
2020-07-07,Electronics,15,1253.99
2020-07-07,Clothing,0,726.67
2020-07-07,Home & Kitchen,0,560.64
2020-07-08,Electronics,5,968.19
2020-07-08,Clothing,20,806.29
2020-07-08,Home & Kitchen,0,524.89
2020-07-09,Electronics,10,1054.06
2020-07-09,Clothing,0,722.33
2020-07-09,Home & Kitchen,0,718.08
2020-07-10,Electronics,0,845.57
2020-07-10,Clothing,20,874.22
2020-07-10,Home & Kitchen,15,579.9
2020-07-11,Electronics,0,1065.07
2020-07-11,Clothing,0,692.95
2020-07-11,Home & Kitchen,5,505.34
2020-07-12,Electronics,0,878.36
2020-07-12,Clothing,5,779.32
2020-07-12,Home & Kitchen,0,552.96
2020-07-13,Electronics,5,1114.34
2020-07-13,Clothing,0,795.36
2020-07-13,Home & Kitchen,0,458.14
2020-07-14,Electronics,0,1013.17
2020-07-14,Clothing,5,628.86
2020-07-14,Home & Kitchen,15,530.94
2020-07-15,Electronics,15,1042.87
2020-07-15,Clothing,15,702.78
2020-07-15,Home & Kitchen,0,286.37
2020-07-16,Electronics,20,1257.61
2020-07-16,Clothing,0,875.72
2020-07-16,Home & Kitchen,5,420.77
2020-07-17,Electronics,10,1090.76
2020-07-17,Clothing,20,988.35
2020-07-17,Home & Kitchen,0,559.91
2020-07-18,Electronics,5,1097.67
2020-07-18,Clothing,20,725.3
2020-07-18,Home & Kitchen,10,539.35
2020-07-19,Electronics,5,1007.97
2020-07-19,Clothing,5,754.33
2020-07-19,Home & Kitchen,10,603.76
2020-07-20,Electronics,0,973.48
2020-07-20,Clothing,0,651.12
2020-07-20,Home & Kitchen,5,651.23
2020-07-21,Electronics,0,1148.66
2020-07-21,Clothing,0,642.3
2020-07-21,Home & Kitchen,15,551.54
2020-07-22,Electronics,0,900.01
2020-07-22,Clothing,15,752.77
2020-07-22,Home & Kitchen,5,536.92
2020-07-23,Electronics,10,964.36
2020-07-23,Clothing,20,851.35
2020-07-23,Home & Kitchen,20,586.41
2020-07-24,Electronics,20,1361.04
2020-07-24,Clothing,5,856.95
2020-07-24,Home & Kitchen,10,759.99
2020-07-25,Electronics,5,1106.09
2020-07-25,Clothing,10,718.14
2020-07-25,Home & Kitchen,15,613.9
2020-07-26,Electronics,5,1047.79
2020-07-26,Clothing,0,796.46
2020-07-26,Home & Kitchen,20,677.47
2020-07-27,Electronics,5,1023.67
2020-07-27,Clothing,5,781.29
2020-07-27,Home & Kitchen,0,333.54
2020-07-28,Electronics,0,1170.76
2020-07-28,Clothing,0,610.78
2020-07-28,Home & Kitchen,10,695.67
2020-07-29,Electronics,0,972.57
2020-07-29,Clothing,20,823.34
2020-07-29,Home & Kitchen,10,527.36
2020-07-30,Electronics,10,1166.35
2020-07-30,Clothing,0,564.81
2020-07-30,Home & Kitchen,0,285.19
2020-07-31,Electronics,0,1146.13
2020-07-31,Clothing,0,829.61
2020-07-31,Home & Kitchen,15,538.9
2020-08-01,Electronics,0,804.18
2020-08-01,Clothing,0,569.68
2020-08-01,Home & Kitchen,10,375.26
2020-08-02,Electronics,0,922.67
2020-08-02,Clothing,0,554.79
2020-08-02,Home & Kitchen,15,460.01
2020-08-03,Electronics,20,1006.49
2020-08-03,Clothing,0,581.53
2020-08-03,Home & Kitchen,5,430.44
2020-08-04,Electronics,5,924.49
2020-08-04,Clothing,0,524.49
2020-08-04,Home & Kitchen,0,544.57
2020-08-05,Electronics,5,967.08
2020-08-05,Clothing,5,614.32
2020-08-05,Home & Kitchen,0,342.16
2020-08-06,Electronics,20,1159.32
2020-08-06,Clothing,0,529.13
2020-08-06,Home & Kitchen,5,473.31
2020-08-07,Electronics,15,962.38
2020-08-07,Clothing,0,657.66
2020-08-07,Home & Kitchen,15,312.19
2020-08-08,Electronics,15,960.46
2020-08-08,Clothing,0,659.89
2020-08-08,Home & Kitchen,0,366.61
2020-08-09,Electronics,5,739.43
2020-08-09,Clothing,0,524.61
2020-08-09,Home & Kitchen,5,491.54
2020-08-10,Electronics,15,902.86
2020-08-10,Clothing,10,634.17
2020-08-10,Home & Kitchen,0,427.15
2020-08-11,Electronics,0,1058.04
2020-08-11,Clothing,0,505.65
2020-08-11,Home & Kitchen,0,600.9
2020-08-12,Electronics,0,802.28
2020-08-12,Clothing,10,703.71
2020-08-12,Home & Kitchen,15,478.17
2020-08-13,Electronics,0,841.32
2020-08-13,Clothing,0,449.34
2020-08-13,Home & Kitchen,10,540.18
2020-08-14,Electronics,15,1118.77
2020-08-14,Clothing,0,640.33
2020-08-14,Home & Kitchen,0,374.53
2020-08-15,Electronics,10,939.38
2020-08-15,Clothing,20,689.95
2020-08-15,Home & Kitchen,0,504.64
2020-08-16,Electronics,5,1044.19
2020-08-16,Clothing,15,652.95
2020-08-16,Home & Kitchen,10,305.93
2020-08-17,Electronics,5,749.04
2020-08-17,Clothing,5,543.31
2020-08-17,Home & Kitchen,15,603.54
2020-08-18,Electronics,5,986.93
2020-08-18,Clothing,10,717.71
2020-08-18,Home & Kitchen,0,371.69
2020-08-19,Electronics,15,976.15
2020-08-19,Clothing,10,740.84
2020-08-19,Home & Kitchen,5,628.65
2020-08-20,Electronics,5,1024.37
2020-08-20,Clothing,5,713.56
2020-08-20,Home & Kitchen,0,367.53
2020-08-21,Electronics,10,1038.92
2020-08-21,Clothing,10,519.74
2020-08-21,Home & Kitchen,0,551.4
2020-08-22,Electronics,0,920.77
2020-08-22,Clothing,10,622.75
2020-08-22,Home & Kitchen,20,321.45
2020-08-23,Electronics,0,856.55
2020-08-23,Clothing,0,589.9
2020-08-23,Home & Kitchen,0,451.7
2020-08-24,Electronics,5,905.37
2020-08-24,Clothing,5,567.18
2020-08-24,Home & Kitchen,10,401.5
2020-08-25,Electronics,20,1228.1
2020-08-25,Clothing,5,816.88
2020-08-25,Home & Kitchen,0,463.75
2020-08-26,Electronics,0,808.45
2020-08-26,Clothing,20,603.82
2020-08-26,Home & Kitchen,10,460.57
2020-08-27,Electronics,0,1078.39
2020-08-27,Clothing,20,735.07
2020-08-27,Home & Kitchen,10,606.75
2020-08-28,Electronics,20,1181.95
2020-08-28,Clothing,0,657.42
2020-08-28,Home & Kitchen,10,374.76
2020-08-29,Electronics,5,1049.15
2020-08-29,Clothing,5,497.2
2020-08-29,Home & Kitchen,0,368.1
2020-08-30,Electronics,5,961.36
2020-08-30,Clothing,10,613.61
2020-08-30,Home & Kitchen,0,471.79
2020-08-31,Electronics,10,847.3
2020-08-31,Clothing,0,516.37
2020-08-31,Home & Kitchen,5,527.16
2020-09-01,Electronics,0,1116.6
2020-09-01,Clothing,5,729.82
2020-09-01,Home & Kitchen,0,261.12
2020-09-02,Electronics,0,811.71
2020-09-02,Clothing,0,498.09
2020-09-02,Home & Kitchen,0,416.85
2020-09-03,Electronics,5,909.47
2020-09-03,Clothing,15,587.81
2020-09-03,Home & Kitchen,0,521.46
2020-09-04,Electronics,5,1002.6
2020-09-04,Clothing,0,674.19
2020-09-04,Home & Kitchen,0,328.31
2020-09-05,Electronics,5,914.66
2020-09-05,Clothing,10,719.57
2020-09-05,Home & Kitchen,15,564.97
2020-09-06,Electronics,5,956.5
2020-09-06,Clothing,0,703.94
2020-09-06,Home & Kitchen,0,374.05
2020-09-07,Electronics,10,750.19
2020-09-07,Clothing,15,614.4
2020-09-07,Home & Kitchen,20,479.98
2020-09-08,Electronics,0,1095.47
2020-09-08,Clothing,5,523.78
2020-09-08,Home & Kitchen,0,538.05
2020-09-09,Electronics,0,1067.84
2020-09-09,Clothing,10,813.09
2020-09-09,Home & Kitchen,0,418.05
2020-09-10,Electronics,0,923.63
2020-09-10,Clothing,15,667.88
2020-09-10,Home & Kitchen,5,360.78
2020-09-11,Electronics,10,1060.62
2020-09-11,Clothing,5,647.87
2020-09-11,Home & Kitchen,5,348.98
2020-09-12,Electronics,0,802.58
2020-09-12,Clothing,10,600.44
2020-09-12,Home & Kitchen,10,584.37
2020-09-13,Electronics,0,722.52
2020-09-13,Clothing,10,390.38
2020-09-13,Home & Kitchen,20,386.16
2020-09-14,Electronics,0,861.8
2020-09-14,Clothing,20,574.12
2020-09-14,Home & Kitchen,0,401.86
2020-09-15,Electronics,5,832.56
2020-09-15,Clothing,0,353.5
2020-09-15,Home & Kitchen,5,372.4
2020-09-16,Electronics,0,818.67
2020-09-16,Clothing,0,656.0
2020-09-16,Home & Kitchen,10,661.28
2020-09-17,Electronics,0,762.07
2020-09-17,Clothing,15,661.25
2020-09-17,Home & Kitchen,20,555.09
2020-09-18,Electronics,0,1084.46
2020-09-18,Clothing,5,533.77
2020-09-18,Home & Kitchen,5,357.66
2020-09-19,Electronics,0,803.84
2020-09-19,Clothing,0,475.96
2020-09-19,Home & Kitchen,0,487.64
2020-09-20,Electronics,5,981.59
2020-09-20,Clothing,5,613.5
2020-09-20,Home & Kitchen,0,438.49
2020-09-21,Electronics,0,979.07
2020-09-21,Clothing,5,567.57
2020-09-21,Home & Kitchen,0,500.39
2020-09-22,Electronics,0,817.83
2020-09-22,Clothing,5,473.06
2020-09-22,Home & Kitchen,0,540.25
2020-09-23,Electronics,0,871.71
2020-09-23,Clothing,5,697.52
2020-09-23,Home & Kitchen,10,505.35
2020-09-24,Electronics,0,895.96
2020-09-24,Clothing,0,478.65
2020-09-24,Home & Kitchen,5,704.35
2020-09-25,Electronics,20,1061.17
2020-09-25,Clothing,10,753.92
2020-09-25,Home & Kitchen,20,495.66
2020-09-26,Electronics,0,781.01
2020-09-26,Clothing,0,644.43
2020-09-26,Home & Kitchen,5,314.53
2020-09-27,Electronics,0,992.93
2020-09-27,Clothing,5,564.57
2020-09-27,Home & Kitchen,0,500.74
2020-09-28,Electronics,5,914.58
2020-09-28,Clothing,0,680.83
2020-09-28,Home & Kitchen,10,588.92
2020-09-29,Electronics,10,945.29
2020-09-29,Clothing,10,463.84
2020-09-29,Home & Kitchen,20,678.67
2020-09-30,Electronics,5,747.6
2020-09-30,Clothing,10,666.53
2020-09-30,Home & Kitchen,5,581.04
2020-10-01,Electronics,5,988.06
2020-10-01,Clothing,0,532.9
2020-10-01,Home & Kitchen,5,489.82
2020-10-02,Electronics,0,836.51
2020-10-02,Clothing,0,537.34
2020-10-02,Home & Kitchen,0,472.73
2020-10-03,Electronics,5,682.79
2020-10-03,Clothing,0,572.38
2020-10-03,Home & Kitchen,5,485.23
2020-10-04,Electronics,0,900.88
2020-10-04,Clothing,5,548.31
2020-10-04,Home & Kitchen,15,565.43
2020-10-05,Electronics,0,895.12
2020-10-05,Clothing,0,802.52
2020-10-05,Home & Kitchen,0,503.76
2020-10-06,Electronics,20,1017.08
2020-10-06,Clothing,0,674.25
2020-10-06,Home & Kitchen,0,280.35
2020-10-07,Electronics,0,900.19
2020-10-07,Clothing,20,742.5
2020-10-07,Home & Kitchen,0,457.22
2020-10-08,Electronics,0,809.3
2020-10-08,Clothing,0,602.36
2020-10-08,Home & Kitchen,10,377.18
2020-10-09,Electronics,5,1109.66
2020-10-09,Clothing,5,632.8
2020-10-09,Home & Kitchen,10,539.27
2020-10-10,Electronics,0,748.85
2020-10-10,Clothing,0,535.54
2020-10-10,Home & Kitchen,0,506.19
2020-10-11,Electronics,5,1036.66
2020-10-11,Clothing,5,532.01
2020-10-11,Home & Kitchen,10,357.31
2020-10-12,Electronics,20,1116.15
2020-10-12,Clothing,15,646.15
2020-10-12,Home & Kitchen,0,291.39
2020-10-13,Electronics,20,895.66
2020-10-13,Clothing,0,532.41
2020-10-13,Home & Kitchen,10,596.32
2020-10-14,Electronics,5,1052.74
2020-10-14,Clothing,15,709.27
2020-10-14,Home & Kitchen,15,526.7
2020-10-15,Electronics,0,851.61
2020-10-15,Clothing,5,400.76
2020-10-15,Home & Kitchen,5,576.73
2020-10-16,Electronics,20,1105.72
2020-10-16,Clothing,0,509.31
2020-10-16,Home & Kitchen,0,580.93
2020-10-17,Electronics,5,815.77
2020-10-17,Clothing,5,736.03
2020-10-17,Home & Kitchen,5,293.07
2020-10-18,Electronics,0,1145.22
2020-10-18,Clothing,5,485.94
2020-10-18,Home & Kitchen,0,564.58
2020-10-19,Electronics,5,870.23
2020-10-19,Clothing,0,653.64
2020-10-19,Home & Kitchen,10,666.39
2020-10-20,Electronics,10,950.84
2020-10-20,Clothing,0,836.3
2020-10-20,Home & Kitchen,0,625.07
2020-10-21,Electronics,5,785.22
2020-10-21,Clothing,0,591.98
2020-10-21,Home & Kitchen,0,421.33
2020-10-22,Electronics,10,983.47
2020-10-22,Clothing,20,674.57
2020-10-22,Home & Kitchen,0,354.99
2020-10-23,Electronics,10,970.87
2020-10-23,Clothing,5,679.7
2020-10-23,Home & Kitchen,15,259.65
2020-10-24,Electronics,0,981.85
2020-10-24,Clothing,5,640.24
2020-10-24,Home & Kitchen,15,666.61
2020-10-25,Electronics,20,1022.0
2020-10-25,Clothing,5,564.54
2020-10-25,Home & Kitchen,0,365.11
2020-10-26,Electronics,0,940.49
2020-10-26,Clothing,5,438.28
2020-10-26,Home & Kitchen,5,393.81
2020-10-27,Electronics,0,908.23
2020-10-27,Clothing,0,443.24
2020-10-27,Home & Kitchen,0,453.53
2020-10-28,Electronics,5,1066.33
2020-10-28,Clothing,10,769.63
2020-10-28,Home & Kitchen,20,522.2
2020-10-29,Electronics,5,1032.58
2020-10-29,Clothing,10,699.34
2020-10-29,Home & Kitchen,20,552.83
2020-10-30,Electronics,10,1042.0
2020-10-30,Clothing,0,555.76
2020-10-30,Home & Kitchen,0,416.45
2020-10-31,Electronics,0,933.32
2020-10-31,Clothing,0,592.17
2020-10-31,Home & Kitchen,10,603.59
2020-11-01,Electronics,0,1099.18
2020-11-01,Clothing,0,758.58
2020-11-01,Home & Kitchen,5,591.47
2020-11-02,Electronics,0,1038.75
2020-11-02,Clothing,10,824.01
2020-11-02,Home & Kitchen,20,717.44
2020-11-03,Electronics,0,1058.2
2020-11-03,Clothing,10,665.85
2020-11-03,Home & Kitchen,5,537.72
2020-11-04,Electronics,0,873.91
2020-11-04,Clothing,5,843.03
2020-11-04,Home & Kitchen,0,586.41
2020-11-05,Electronics,5,987.67
2020-11-05,Clothing,10,684.17
2020-11-05,Home & Kitchen,20,746.14
2020-11-06,Electronics,15,1103.72
2020-11-06,Clothing,15,631.18
2020-11-06,Home & Kitchen,0,394.3
2020-11-07,Electronics,5,1041.8
2020-11-07,Clothing,0,634.6
2020-11-07,Home & Kitchen,15,548.77
2020-11-08,Electronics,15,1244.73
2020-11-08,Clothing,15,725.5
2020-11-08,Home & Kitchen,10,603.32
2020-11-09,Electronics,20,1110.56
2020-11-09,Clothing,5,836.98
2020-11-09,Home & Kitchen,10,456.36
2020-11-10,Electronics,0,1022.91
2020-11-10,Clothing,15,769.11
2020-11-10,Home & Kitchen,10,595.07
2020-11-11,Electronics,10,1203.69
2020-11-11,Clothing,0,637.37
2020-11-11,Home & Kitchen,10,645.55
2020-11-12,Electronics,0,1135.12
2020-11-12,Clothing,15,761.63
2020-11-12,Home & Kitchen,15,767.15
2020-11-13,Electronics,0,1053.89
2020-11-13,Clothing,5,680.59
2020-11-13,Home & Kitchen,0,519.11
2020-11-14,Electronics,10,1302.65
2020-11-14,Clothing,5,751.88
2020-11-14,Home & Kitchen,10,598.78
2020-11-15,Electronics,0,1067.31
2020-11-15,Clothing,10,841.73
2020-11-15,Home & Kitchen,0,546.14
2020-11-16,Electronics,0,1080.82
2020-11-16,Clothing,5,721.27
2020-11-16,Home & Kitchen,10,579.73
2020-11-17,Electronics,0,1119.65
2020-11-17,Clothing,0,607.03
2020-11-17,Home & Kitchen,0,512.39
2020-11-18,Electronics,20,1197.58
2020-11-18,Clothing,0,543.17
2020-11-18,Home & Kitchen,5,410.17
2020-11-19,Electronics,5,1072.52
2020-11-19,Clothing,5,818.79
2020-11-19,Home & Kitchen,0,531.48
2020-11-20,Electronics,5,1014.82
2020-11-20,Clothing,5,853.93
2020-11-20,Home & Kitchen,0,471.81
2020-11-21,Electronics,15,1073.46
2020-11-21,Clothing,5,896.73
2020-11-21,Home & Kitchen,0,518.43
2020-11-22,Electronics,0,1185.12
2020-11-22,Clothing,5,713.72
2020-11-22,Home & Kitchen,20,614.11
2020-11-23,Electronics,0,879.09
2020-11-23,Clothing,0,639.14
2020-11-23,Home & Kitchen,20,659.88
2020-11-24,Electronics,0,1087.96
2020-11-24,Clothing,0,694.94
2020-11-24,Home & Kitchen,20,583.16
2020-11-25,Electronics,5,1074.39
2020-11-25,Clothing,0,575.82
2020-11-25,Home & Kitchen,0,655.56
2020-11-26,Electronics,0,1100.75
2020-11-26,Clothing,0,669.35
2020-11-26,Home & Kitchen,15,541.12
2020-11-27,Electronics,0,1210.44
2020-11-27,Clothing,5,653.46
2020-11-27,Home & Kitchen,15,565.26
2020-11-28,Electronics,20,1374.42
2020-11-28,Clothing,5,738.83
2020-11-28,Home & Kitchen,20,449.44
2020-11-29,Electronics,15,1201.84
2020-11-29,Clothing,0,623.73
2020-11-29,Home & Kitchen,0,367.88
2020-11-30,Electronics,15,1121.29
2020-11-30,Clothing,0,573.62
2020-11-30,Home & Kitchen,0,431.02
2020-12-01,Electronics,0,1223.54
2020-12-01,Clothing,0,667.42
2020-12-01,Home & Kitchen,5,722.0
2020-12-02,Electronics,20,1409.86
2020-12-02,Clothing,5,767.77
2020-12-02,Home & Kitchen,20,688.8
2020-12-03,Electronics,0,1094.37
2020-12-03,Clothing,0,694.15
2020-12-03,Home & Kitchen,0,561.52
2020-12-04,Electronics,10,1348.86
2020-12-04,Clothing,0,848.5
2020-12-04,Home & Kitchen,5,583.22
2020-12-05,Electronics,0,1179.71
2020-12-05,Clothing,15,942.04
2020-12-05,Home & Kitchen,0,756.99
2020-12-06,Electronics,20,1446.86
2020-12-06,Clothing,20,896.08
2020-12-06,Home & Kitchen,0,510.91
2020-12-07,Electronics,0,1293.27
2020-12-07,Clothing,0,576.67
2020-12-07,Home & Kitchen,10,608.76
2020-12-08,Electronics,5,1170.2
2020-12-08,Clothing,10,959.04
2020-12-08,Home & Kitchen,0,730.05
2020-12-09,Electronics,5,1237.94
2020-12-09,Clothing,5,765.78
2020-12-09,Home & Kitchen,0,586.58
2020-12-10,Electronics,0,1241.21
2020-12-10,Clothing,0,855.73
2020-12-10,Home & Kitchen,0,586.59
2020-12-11,Electronics,10,1451.48
2020-12-11,Clothing,0,743.45
2020-12-11,Home & Kitchen,10,621.96
2020-12-12,Electronics,20,1406.9
2020-12-12,Clothing,20,987.9
2020-12-12,Home & Kitchen,15,776.18
2020-12-13,Electronics,0,1075.06
2020-12-13,Clothing,10,769.2
2020-12-13,Home & Kitchen,0,629.76
2020-12-14,Electronics,15,1271.56
2020-12-14,Clothing,0,772.19
2020-12-14,Home & Kitchen,0,566.28
2020-12-15,Electronics,0,1318.33
2020-12-15,Clothing,10,1047.39
2020-12-15,Home & Kitchen,0,551.26
2020-12-16,Electronics,5,1313.36
2020-12-16,Clothing,15,887.21
2020-12-16,Home & Kitchen,10,740.11
2020-12-17,Electronics,0,1089.0
2020-12-17,Clothing,0,914.71
2020-12-17,Home & Kitchen,10,599.58
2020-12-18,Electronics,0,1061.65
2020-12-18,Clothing,0,746.38
2020-12-18,Home & Kitchen,20,693.6
2020-12-19,Electronics,0,1093.87
2020-12-19,Clothing,0,795.45
2020-12-19,Home & Kitchen,20,786.27
2020-12-20,Electronics,5,1179.29
2020-12-20,Clothing,15,1074.53
2020-12-20,Home & Kitchen,0,841.42
2020-12-21,Electronics,0,1175.38
2020-12-21,Clothing,0,859.57
2020-12-21,Home & Kitchen,10,698.12
2020-12-22,Electronics,10,1306.41
2020-12-22,Clothing,5,815.97
2020-12-22,Home & Kitchen,0,433.01
2020-12-23,Electronics,10,1305.69
2020-12-23,Clothing,0,878.7
2020-12-23,Home & Kitchen,20,662.41
